project_name,num_features,reduction_percentage,feature_names
RandomForest_18_features_reduced_by_20_percent1,18,20,"poutcome, job, cons.conf.idx, loan, emp.var.rate, cons.price.idx, marital, housing, day_of_week, age, y, contact, default, month, education, euribor3m, pdays, previous"
RandomForest_18_features_reduced_by_40_percent1,18,40,"poutcome, job, cons.conf.idx, loan, emp.var.rate, cons.price.idx, marital, housing, day_of_week, age, y, contact, default, month, education, euribor3m, pdays, previous"
RandomForest_18_features_reduced_by_60_percent1,18,60,"poutcome, job, cons.conf.idx, loan, emp.var.rate, cons.price.idx, marital, housing, day_of_week, age, y, contact, default, month, education, euribor3m, pdays, previous"
RandomForest_18_features_reduced_by_80_percent1,18,80,"poutcome, job, cons.conf.idx, loan, emp.var.rate, cons.price.idx, marital, housing, day_of_week, age, y, contact, default, month, education, euribor3m, pdays, previous"
RandomForest_17_features_reduced_by_0_percent1,17,0,"contact, education, cons.conf.idx, housing, loan, euribor3m, nr.employed, previous, job, month, default, poutcome, day_of_week, cons.price.idx, marital, pdays, emp.var.rate"
RandomForest_17_features_reduced_by_20_percent1,17,20,"contact, education, cons.conf.idx, housing, loan, euribor3m, nr.employed, previous, job, month, default, poutcome, day_of_week, cons.price.idx, marital, pdays, emp.var.rate"
RandomForest_17_features_reduced_by_40_percent1,17,40,"contact, education, cons.conf.idx, housing, loan, euribor3m, nr.employed, previous, job, month, default, poutcome, day_of_week, cons.price.idx, marital, pdays, emp.var.rate"
RandomForest_17_features_reduced_by_60_percent1,17,60,"contact, education, cons.conf.idx, housing, loan, euribor3m, nr.employed, previous, job, month, default, poutcome, day_of_week, cons.price.idx, marital, pdays, emp.var.rate"
RandomForest_17_features_reduced_by_80_percent1,17,80,"contact, education, cons.conf.idx, housing, loan, euribor3m, nr.employed, previous, job, month, default, poutcome, day_of_week, cons.price.idx, marital, pdays, emp.var.rate"
RandomForest_16_features_reduced_by_0_percent1,16,0,"loan, month, contact, cons.price.idx, day_of_week, education, job, age, default, nr.employed, cons.conf.idx, previous, poutcome, euribor3m, emp.var.rate, y"
RandomForest_16_features_reduced_by_20_percent1,16,20,"loan, month, contact, cons.price.idx, day_of_week, education, job, age, default, nr.employed, cons.conf.idx, previous, poutcome, euribor3m, emp.var.rate, y"
