project_name,num_features,reduction_percentage,feature_names
KNeighborsClassifier_2_features_reduced_by_20_percent0,2,20,"HvyAlcoholConsump, PhysHlth"
KNeighborsClassifier_2_features_reduced_by_40_percent0,2,40,"HvyAlcoholConsump, PhysHlth"
KNeighborsClassifier_2_features_reduced_by_60_percent0,2,60,"HvyAlcoholConsump, PhysHlth"
KNeighborsClassifier_2_features_reduced_by_80_percent0,2,80,"HvyAlcoholConsump, PhysHlth"
KNeighborsClassifier_1_features_reduced_by_0_percent0,1,0,CholCheck
KNeighborsClassifier_1_features_reduced_by_20_percent0,1,20,CholCheck
KNeighborsClassifier_1_features_reduced_by_40_percent0,1,40,CholCheck
KNeighborsClassifier_1_features_reduced_by_60_percent0,1,60,CholCheck
KNeighborsClassifier_1_features_reduced_by_80_percent0,1,80,CholCheck
KNeighborsClassifier_21_features_reduced_by_0_percent1,21,0,"BMI, PhysActivity, AnyHealthcare, Education, Veggies, NoDocbcCost, Sex, Age, Fruits, HighChol, MentHlth, HighBP, Stroke, HvyAlcoholConsump, GenHlth, PhysHlth, CholCheck, Smoker, DiffWalk, Income, HeartDiseaseorAttack"
KNeighborsClassifier_21_features_reduced_by_20_percent1,21,20,"BMI, PhysActivity, AnyHealthcare, Education, Veggies, NoDocbcCost, Sex, Age, Fruits, HighChol, MentHlth, HighBP, Stroke, HvyAlcoholConsump, GenHlth, PhysHlth, CholCheck, Smoker, DiffWalk, Income, HeartDiseaseorAttack"
KNeighborsClassifier_21_features_reduced_by_40_percent1,21,40,"BMI, PhysActivity, AnyHealthcare, Education, Veggies, NoDocbcCost, Sex, Age, Fruits, HighChol, MentHlth, HighBP, Stroke, HvyAlcoholConsump, GenHlth, PhysHlth, CholCheck, Smoker, DiffWalk, Income, HeartDiseaseorAttack"
KNeighborsClassifier_21_features_reduced_by_60_percent1,21,60,"BMI, PhysActivity, AnyHealthcare, Education, Veggies, NoDocbcCost, Sex, Age, Fruits, HighChol, MentHlth, HighBP, Stroke, HvyAlcoholConsump, GenHlth, PhysHlth, CholCheck, Smoker, DiffWalk, Income, HeartDiseaseorAttack"
KNeighborsClassifier_21_features_reduced_by_80_percent1,21,80,"BMI, PhysActivity, AnyHealthcare, Education, Veggies, NoDocbcCost, Sex, Age, Fruits, HighChol, MentHlth, HighBP, Stroke, HvyAlcoholConsump, GenHlth, PhysHlth, CholCheck, Smoker, DiffWalk, Income, HeartDiseaseorAttack"
KNeighborsClassifier_20_features_reduced_by_0_percent1,20,0,"GenHlth, Fruits, PhysActivity, DiffWalk, CholCheck, PhysHlth, Veggies, Age, MentHlth, HvyAlcoholConsump, Smoker, NoDocbcCost, Education, HighChol, Stroke, HeartDiseaseorAttack, Income, Sex, HighBP, BMI"
KNeighborsClassifier_20_features_reduced_by_20_percent1,20,20,"GenHlth, Fruits, PhysActivity, DiffWalk, CholCheck, PhysHlth, Veggies, Age, MentHlth, HvyAlcoholConsump, Smoker, NoDocbcCost, Education, HighChol, Stroke, HeartDiseaseorAttack, Income, Sex, HighBP, BMI"
KNeighborsClassifier_20_features_reduced_by_40_percent1,20,40,"GenHlth, Fruits, PhysActivity, DiffWalk, CholCheck, PhysHlth, Veggies, Age, MentHlth, HvyAlcoholConsump, Smoker, NoDocbcCost, Education, HighChol, Stroke, HeartDiseaseorAttack, Income, Sex, HighBP, BMI"
KNeighborsClassifier_20_features_reduced_by_60_percent1,20,60,"GenHlth, Fruits, PhysActivity, DiffWalk, CholCheck, PhysHlth, Veggies, Age, MentHlth, HvyAlcoholConsump, Smoker, NoDocbcCost, Education, HighChol, Stroke, HeartDiseaseorAttack, Income, Sex, HighBP, BMI"
KNeighborsClassifier_20_features_reduced_by_80_percent1,20,80,"GenHlth, Fruits, PhysActivity, DiffWalk, CholCheck, PhysHlth, Veggies, Age, MentHlth, HvyAlcoholConsump, Smoker, NoDocbcCost, Education, HighChol, Stroke, HeartDiseaseorAttack, Income, Sex, HighBP, BMI"
